MigVolatge,MigCurrent,TigVolatge,TigCurrent,Encoder
0.034839,0.031933,2.089439,-0.116376,0
0.117696,0.316149,2.121324,-0.179591,0
0.066707,0.095092,2.21698,-0.242806,0
0.159124,0.284569,4.480829,-0.400843,0
0.031652,0.158251,1.930013,-0.179591,0
0.034839,0.158251,2.057554,-0.242806,0
0.028465,0.316149,2.248865,0.010054,0
0.066707,0.410887,3.109765,0.010054,0
0.06352,0.25299,2.21698,-0.369235,0
0.108135,0.284569,2.28075,0.041661,0
0.108135,0.158251,2.567717,-0.084769,0
0.104948,0.158251,2.153209,-0.464057,0
0.07308,0.126672,2.312635,-0.211198,0
0.127256,0.22141,2.376406,-0.147983,0
0.079454,0.000354,2.34452,-0.211198,0
0.098575,0.25299,2.28075,-0.274413,0
0.101762,0.095092,2.440176,-0.179591,0
0.120883,0.095092,2.185094,-0.147983,0
0.098575,0.095092,2.21698,-0.242806,0
0.101762,0.189831,2.695258,-0.211198,0
0.066707,2.084601,2.121324,-0.30602,0
0.041212,0.031933,2.121324,-0.116376,0
0.057146,0.031933,2.21698,-0.242806,0
0.069894,0.095092,2.025668,-0.179591,0
0.047586,0.158251,2.057554,-0.179591,0
0.152751,0.947739,2.153209,1.843283,0
0.025278,0.442467,2.21698,0.010054,0
0.041212,0.379308,2.472061,0.073268,0
0.079454,0.379308,2.312635,0.010054,0
0.076267,0.284569,2.312635,-0.021554,0
0.130443,0.284569,2.312635,-0.021554,0
0.089014,0.095092,2.089439,-0.179591,0
0.104948,-0.062805,2.34452,-0.30602,0
0.085828,0.095092,2.057554,-0.084769,0
0.082641,-0.157544,2.153209,-0.179591,0
0.069894,0.000354,2.376406,-0.495665,0
